ID	Name	TYPE1	TYPE2	STAND	WALK
7104	Dawg	0	222	5225	5226
7105	Chaos druid	13	123	8528	8527
7106	Thug	10	4	808	819
7107	Thug	10	4	808	819
7108	Thug	10	4	808	819
7109	Thug	10	4	808	819
7110	Thug	10	4	808	819
7111	Thug	10	4	808	819
7112	Thug	10	4	808	819
7113	Thug	10	4	808	819
7114	Thug	10	4	808	819
7115	Thaki the delivery dwarf	0	851	8706	-1
7116	Drunken sailor	0	849	8707	2769
7117	Drunken sailor	0	850	8707	-1
7118	Catapult engineer	0	4	808	819
7120	Tyras guard	0	4	808	819
7121	General Hining	0	29	813	1205
7122	Githan	0	126	2906	2907
7123	Amulet of Nature	0	126	2906	2907
7124	Mud	0	-1	-1	-1
7125	Rabbit	0	351	8737	6088
7126	Rabbit	0	351	8737	6088
7127	Rabbit	0	351	8737	6088
7128	Farmer	0	173	8726	8723
7129	Farmer	0	173	8726	8723
7130	Farmer	0	350	8728	8723
7131	Farmer Blinkin	0	174	8721	8722
7132	Mrs. Winkin	0	352	8720	8719
7133	Bork	267	476	8753	8752
7134	Bork	267	476	8753	8752
7135	Ork legion	70	475	8763	8764
7136	Surok Magis	0	4	808	819
7137	Dagon'hai Elite	0	4	808	819
7138	Dagon'hai Monk	97	4	808	819
7139	Dagon'hai Monk	97	4	808	819
7140	Dagon'hai Monk	97	4	808	819
7142	Guard	0	547	8800	7223
7143	Professor Henry	0	4	808	819
7144	Gublinch jailmate	0	550	8771	-1
7145	Gublinchette jailmate	0	551	8772	-1
7146	Gublinchette jailmate	0	552	8773	-1
7147	Gublinch jailmate	0	553	8774	-1
7148	Gublinch jailmate	0	554	8775	-1
7149	Gublinch jailmate	0	555	8776	-1
7150	Gublinch jailmate	0	556	8777	-1
7151	Student	0	563	8778	-1
7152	Student	0	559	8779	-1
7153	Student	0	562	8780	-1
7154	Student	0	561	8781	-1
7155	Student	0	558	8782	-1
7156	Student	0	557	8783	-1
7157	Student	0	560	8784	-1
7158	Cockroach drone	8	185	8798	8794
7159	Cockroach worker	56	548	8797	8796
7160	Cockroach soldier	83	549	8797	8795
7161	Mugger	6	4	808	819
7162	Mugger	6	4	808	819
7164	Villager	0	277	808	4779
7165	Villager	0	982	8863	8862
7166	Villager	0	984	8878	8875
7167	Villager	0	983	8877	8862
7168	Kimberly	0	217	7167	7160
7169	Kimberly	0	975	7158	-1
7170	Kimberly	0	980	8816	-1
7171	Kennith	0	165	7158	7160
7172	Kennith	0	977	8807	8808
7173	Kennith	0	978	8807	-1
7174	Kennith	0	979	8811	8811
7175	Kennith	0	981	8852	-1
7183	Villager	0	277	808	4779
7184	Ezekial Lovecraft	0	4	808	819
7185	Clive	0	4	808	819
7186	Katherine	0	4	808	819
7187	Katherine	0	280	6935	819
7188	Clive	0	280	6935	819
7189	Kent	0	4	808	819
7196	Rabbit hole	1	-1	-1	-1
7197	Easter Bunny	0	180	3852	3851
7198	Bunny	0	183	1242	1243
7199	Bunny	0	183	1242	1243
7200	Guard bunny	0	183	1242	1243
7201	Chocatrice	0	18	7760	7759
7202	Rat	0	133	4932	4931
7203	Void Knight	0	137	3926	-1
7204	Rat	0	133	4932	4931
7205	Mouse	0	416	6518	11546
7206	Cockroach	0	185	8798	8794
7207	Spider	0	186	5326	5325
7208	Rabbit	0	614	3872	3871
7209	Snail	0	613	8146	8145
7210	Baby monkey	0	1341	8346	8348
7211	Monkey	0	1340	8344	8343
7212	Baby monkey	0	1341	8346	8348
7213	Monkey	0	1340	8344	8343
7214	Baby monkey	0	1341	8346	8348
7215	Monkey	0	1340	8344	8343
7216	Baby monkey	0	1341	8346	8348
7217	Monkey	0	1340	8344	8343
7218	Baby monkey	0	1341	8346	8348
7219	Monkey	0	1340	8344	8343
7220	Baby monkey	0	1341	8346	8348
7221	Monkey	0	1340	8344	8343
7222	Baby monkey	0	1341	8346	8348
7223	Monkey	0	1340	8344	8343
7224	Baby monkey	0	1341	8346	8348
7225	Monkey	0	1340	8344	8343
7226	Baby monkey	0	1341	8346	8348
7227	Monkey	0	1340	8344	8343
7228	Baby monkey	0	1341	8346	8348
7229	Baby monkey	0	1341	8346	8348
7230	Baby monkey	0	1341	8346	8348
7231	Baby monkey	0	1341	8346	8348
7232	Baby monkey	0	1341	8346	8348
7233	Baby monkey	0	1341	8346	8348
7234	Baby monkey	0	1341	8346	8348
7235	Baby monkey	0	1341	8346	8348
7236	Baby monkey	0	1341	8346	8348
7237	Terrier puppy	0	1369	8338	8336
7238	Terrier	0	1370	8338	8337
7239	Terrier puppy	0	1371	8339	8336
7240	Terrier	0	1372	8339	8337
7241	Greyhound puppy	0	1351	8338	8332
7242	Greyhound	0	1352	8338	8333
7243	Greyhound puppy	0	1353	8339	8332
7244	Greyhound	0	1354	8339	8333
7245	Labrador puppy	0	1357	8338	8334
7246	Labrador	0	1358	8338	8335
7247	Labrador puppy	0	1359	8339	8334
7248	Labrador	0	1360	8339	8335
7249	Dalmatian puppy	0	1375	8338	8330
7250	Dalmatian	0	1376	8338	8331
7251	Dalmatian puppy	0	1377	8339	8330
7252	Dalmatian	0	1378	8339	8331
7253	Sheepdog puppy	0	1357	8338	8334
7254	Sheepdog	0	1358	8338	8335
7255	Sheepdog puppy	0	1359	8339	8334
7256	Sheepdog	0	1360	8339	8335
7257	Bulldog	0	1362	8338	7576
7258	Bulldog	0	1363	8339	7576
7259	Bulldog puppy	0	1365	8338	8329
7260	Bulldog puppy	0	1366	8339	8329
7261	Raven chick	0	19	8310	8312
7262	Raven	0	14	8008	8007
7263	Raven chick	0	19	8310	8312
7264	Raven	0	14	8008	8007
7265	Raven chick	0	19	8310	8312
7266	Raven	0	14	8008	8007
7267	Raven chick	0	19	8310	8312
7268	Raven	0	14	8008	8007
7269	Raven chick	0	19	8310	8312
7270	Raven	0	14	8008	8007
7271	Baby raccoon	0	10	7718	7719
7272	Raccoon	0	10	7718	7719
7273	Baby raccoon	0	10	7718	7719
7274	Raccoon	0	10	7718	7719
7275	Baby Raccoon	0	10	7718	7719
7276	Baby raccoon	0	10	7718	7719
7277	Baby gecko	0	1379	8360	8358
7278	Baby gecko	0	1379	8360	8358
7279	Baby gecko	0	1379	8360	8358
7280	Baby gecko	0	1379	8360	8358
7281	Gecko	0	1380	8360	8357
7282	Gecko	0	1380	8360	8357
7283	Gecko	0	1380	8360	8357
7284	Gecko	0	1380	8360	8357
7285	Baby gecko	0	1379	8360	8358
7286	Baby gecko	0	1379	8360	8358
7287	Baby gecko	0	1379	8360	8358
7288	Baby gecko	0	1379	8360	8358
7289	Gecko	0	1380	8360	8357
7290	Gecko	0	1380	8360	8357
7291	Gecko	0	1380	8360	8357
7292	Gecko	0	1380	8360	8357
7293	Baby giant crab	0	1348	8098	8101
7294	Giant crab	0	1348	8098	8101
7295	Baby giant crab	0	1348	8098	8101
7296	Giant crab	0	1348	8098	8101
7297	Baby giant crab	0	1348	8098	8101
7298	Giant crab	0	1348	8098	8101
7299	Baby giant crab	0	1348	8098	8101
7300	Giant crab	0	1348	8098	8101
7301	Baby squirrel	0	1342	8324	8326
7302	Squirrel	0	1342	8324	8326
7303	Baby squirrel	0	1342	8324	8326
7304	Squirrel	0	1342	8324	8326
7305	Baby squirrel	0	1342	8324	8326
7306	Squirrel	0	1342	8324	8326
7307	Baby squirrel	0	1342	8324	8326
7308	Squirrel	0	1342	8324	8326
7309	Baby squirrel	0	1342	8324	8326
7310	Baby squirrel	0	1342	8324	8326
7311	Baby squirrel	0	1342	8324	8326
7312	Baby squirrel	0	1342	8324	8326
7313	Baby penguin	0	1345	8319	8318
7314	Penguin	0	1346	8315	8314
7315	Penguin	0	1347	8315	8317
7316	Baby penguin	0	1345	8319	8318
7317	Penguin	0	1346	8315	8314
7318	Penguin	0	1347	8315	8317
7319	Vulture chick	0	19	8310	8312
7320	Vulture	0	20	7659	7658
7321	Vulture chick	0	19	8310	8312
7322	Vulture	0	20	7659	7658
7323	Vulture chick	0	19	8310	8312
7324	Vulture	0	20	7659	7658
7325	Vulture chick	0	19	8310	8312
7326	Vulture	0	20	7659	7658
7327	Vulture chick	0	19	8310	8312
7328	Vulture	0	20	7659	7658
7329	Swamp titan	0	1333	8220	8219
7330	Swamp titan	152	1333	8220	8219
7331	Spirit mosquito	0	1292	8035	8038
7332	Spirit mosquito	32	1292	8035	8038
7333	Void spinner	0	1314	8171	8175
7334	Void spinner	40	1314	8171	8175
7335	Forge regent	0	1322	7867	7868
7336	Forge regent	133	1322	7867	7868
7337	Spirit larupia	0	6	5225	5226
7338	Spirit larupia	93	6	5225	5226
7339	Geyser titan	0	1298	7876	7877
7340	Geyser titan	200	1298	7876	7877
7341	Lava titan	0	1310	7978	7977
7342	Lava titan	148	1310	7978	7977
7343	Steel titan	0	1318	8186	8189
7344	Steel titan	230	1318	8186	8189
7345	Obsidian golem	0	1299	8047	8046
7346	Obsidian golem	126	1299	8047	8046
7347	Talon beast	0	1331	5986	5987
7348	Talon beast	135	1331	5986	5987
7349	Abyssal titan	0	1324	7690	7687
7350	Abyssal titan	215	1324	7690	7687
7351	Void torcher	0	1315	8233	8234
7352	Void torcher	46	1315	8233	8234
7353	Giant chinchompa	0	1330	7751	7750
7354	Giant chinchompa	42	1330	7751	7750
7355	Fire titan	0	1286	7831	7828
7356	Fire titan	139	1286	7831	7828
7357	Moss titan	0	1287	7841	7838
7358	Moss titan	139	1287	7841	7838
7359	Ice titan	0	1285	8186	7847
7360	Ice titan	139	1285	8186	7847
7361	Spirit Tz-Kih	0	1320	8255	8256
7362	Spirit Tz-Kih	36	1320	8255	8256
7363	Spirit graahk	0	6	5225	5226
7364	Spirit graahk	93	6	5225	5226
7365	Spirit kyatt	0	6	5225	5226
7366	Spirit kyatt	93	6	5225	5226
7367	Void shifter	0	1317	8129	8128
7368	Void shifter	46	1317	8129	8128
7369	Void shifter	47	1317	8129	8128
7370	Void ravager	0	1290	8089	8092
7371	Void ravager	46	1290	8089	8092
7372	Ravenous locust	0	1305	7992	7991
7373	Ravenous locust	120	1305	7992	7991
7374	Ravenous locust	0	1306	8001	-1
7375	Iron titan	0	1312	7949	7952
7376	Iron titan	220	1312	7949	7952
7377	Pyrelord	0	8	8077	8076
7378	Pyrelord	70	8	8077	8076
7379	Yeti	93	402	11036	8968
7380	Yeti	93	402	11036	8968
7381	Gnoeals	93	401	8958	8960
7382	Gnoeals	84	401	8958	8960
7383	Mysterious mage	0	4	808	819
7384	Young Brundt	0	4	808	819
7385	Young Mawnis	0	4	808	819
7386	Prince Vargas	0	4	808	819
7387	Prince Vargas	0	403	11486	819
7388	Prince Vargas	0	794	11036	11037
7389	Asleif Hamalsdotter	0	4	808	819
7390	Nial Swiftfling	0	4	808	819
7391	Nial Swiftfling	0	794	11036	11037
7392	Gnoeals	0	400	8958	8959
7393	Gnoeals	0	404	11488	8959
7394	Brundt the Chieftain	0	4	808	819
7395	Brundt the Chieftain	0	399	8977	8979
7396	Mawnis Burowgar	0	4	808	819
7397	Mawnis Burowgar	0	399	8977	8979
7398	Thora the barkeep	0	4	808	819
7399	King Vargas	0	4	808	819
7400	King Vargas	0	399	8977	8979
7401	Asleif Hamalsdotter	0	4	808	819
7402	King Vargas	0	-1	-1	-1
7407	Easter Bunny	0	408	11502	11503
7408	Easter Bunny	0	409	11505	11503
7409	Easter Bunny	0	410	11501	11503
7410	Easter Bunny Jr	0	411	11502	11503
7411	Easter Bunny Jr	0	412	11510	11510
7412	Easter Bunny Jr	0	411	11502	11503
7413	Fluffy	0	809	3212	3210
7414	Beny	0	809	3212	3210
7415	Bubbles	0	809	3212	3210
7416	Big Ben	0	809	3212	3210
7417	Easter Bird	0	417	11550	11551
7418	Easter Bird	0	417	11550	11551
7419	Easter Bird	0	417	11550	11551
7420	Easter impling	0	172	6613	6614
7421	Impling worker	0	413	11511	11511
7422	Impling worker	0	414	11515	11515
7424	Impling worker	0	172	6613	6614
7425	Impling manager	0	172	6613	6614
7426	Impling worker	0	172	6613	6614
7443	Highwayman	5	4	808	819
7444	General Bentnoze	0	731	3388	3388
7446	King Awowogei	0	177	1386	1380
7447	Ali the Wise	0	117	9870	9869
7448	Jhallan	0	406	11558	11557
7449	Jhallan	0	406	11558	11557
7450	Jhallan	0	406	11558	11557
7451	Jhallan	0	406	11558	11557
7452	Fire raft	0	405	11496	11496
7453	Fire raft	0	405	11496	11496
7455	Muspah	0	407	11499	-1
7456	Muspah	0	-1	-1	-1
7458	Natural historian	0	419	11586	11587
7459	Jelly	78	12	8572	8575
7460	Jelly	78	12	8572	8575
7461	Rat	0	133	4932	4931
7462	Erjolf	0	165	7158	7160
7463	Erjolf	0	165	7158	7160
7464	Erjolf	0	422	7158	11610
7465	Erjolf	0	420	7158	11611
7466	Erjolf	0	421	7158	11612
7467	Erjolf	0	423	11613	11610
7469	Ali the Wise	0	117	9870	9869
7470	Pharaoh Queen	0	4	808	819
7471	Pharaoh Queen	0	4	808	819
7472	Pharaoh Queen	0	4	808	819
7473	Pharaoh Queen	0	4	808	819
7474	Pharaoh Queen	0	4	808	819
7475	Tumeken's shadow	41	426	11626	11630
7476	Tumeken's shadow	50	426	11626	11630
7477	Tumeken's shadow	55	426	11626	11630
7479	Tumeken's shadow	64	426	11626	11630
7480	Tumeken's shadow	72	426	11626	11630
7481	Skeleton looter	41	71	5483	5479
7482	Skeleton looter	41	71	5483	5479
7483	Skeleton looter	41	71	5483	5479
7484	Skeleton looter	41	71	5483	5479
7485	Skeleton looter	41	71	5483	5479
7486	Skeleton looter	41	71	5483	5479
7487	Skeleton looter	41	71	5483	5479
7488	Skeleton looter	41	71	5483	5479
7489	Skeleton looter	41	71	5483	5479
7490	Skeleton looter	41	71	5483	5479
7491	Skeleton looter	41	71	5483	5479
7492	Bandit looter	41	4	808	819
7493	Bandit looter	41	4	808	819
7494	Bandit looter	41	4	808	819
7495	Bandit looter	41	4	808	819
7496	Bandit looter	41	4	808	819
7497	Golem guard	47	425	11641	11638
7498	Golem's remains	0	-1	-1	-1
7500	Small scarab	41	424	11631	11635
7501	Small scarab	41	424	11631	11635
7502	Small scarab	41	424	11631	11635
7503	Small scarab	41	424	11631	11635
7504	Khazard Guard	0	1488	11671	-1
7505	Khazard Guard	0	1488	11671	-1
7506	Khazard Guard	0	1485	11672	-1
7507	Khazard Guard	0	1490	11673	-1
7508	Khazard Guard	0	434	11676	-1
7509	Khazard Guard	0	1483	11677	-1
7510	Khazard Guard	0	1486	11679	-1
7511	Khazard Guard	0	1486	11679	-1
7512	Khazard Guard	0	433	11682	-1
7513	Khazard Guard	0	1482	11683	-1
7514	Khazard Guard	0	1487	11685	-1
7515	Khazard Guard	0	1487	11685	-1
7518	Khazard Guard	0	1497	11690	-1
7519	Khazard Guard	0	968	1322	-1
7520	Khazard Guard	0	968	1322	-1
7524	Lazy Khazard Guard	0	427	11668	11668
7525	Lazy Khazard Guard	0	428	10979	10979
7526	Lazy Khazard Guard	0	430	11670	11670
7527	Lazy Khazard Guard	0	430	11670	11670
7528	Khazard Guard	23	4	808	819
7529	Lady Servil	0	1498	11659	819
7530	Lady Servil	0	1499	11658	819
7531	Jeremy Servil	0	165	7158	7160
7532	Jeremy Servil	0	165	7158	7160
7534	Jeremy Servil	0	165	7158	7160
7535	Justin Servil	0	4	808	819
7536	Justin Servil	0	1	808	819
7542	Justin Servil	0	1500	11660	819
7551	General Khazard	0	39	2561	2562
7552	General Khazard	112	39	2561	2562
7553	General Khazard	112	431	11667	11662
7554	Citizen	0	1497	11690	-1
7557	Tool leprechaun	0	1501	11701	11700
7558	Tool leprechaun	0	1502	5804	11693
7559	Tool leprechaun	0	1503	11691	11698
7560	Tool leprechaun	0	1504	11692	11695
7561	Tool leprechaun	0	1505	11699	11695
7562	Tool leprechaun	0	1506	5808	11697
7563	Tool leprechaun	0	1508	5808	11697
7564	Tool leprechaun	0	1509	5808	11697
7565	Tool leprechaun	0	1512	5807	11695
7567	Tool leprechaun	0	1512	5807	11695
7569	Tool leprechaun	0	1507	5808	11697
7570	Zoo keeper	0	4	808	819
7571	Zoo keeper	0	4	808	819
7572	Monkey minder	0	4	808	819
7573	Monkey minder	0	4	808	819
7578	Larry	0	1518	11740	11741
7579	Larry	0	1518	11740	11741
7581	Chief Zookeeper	0	4	808	819
7582	KGP Interrogator	0	1523	11743	11742
7583	Captain Marlin	0	1522	11744	11745
7584	Captain Marlin	0	1522	11744	11745
7585	Office penguin	0	1519	11747	11746
7586	Office penguin	0	90	5668	5666
7587	Office penguin	0	1519	11747	11746
7588	Office penguin	0	90	5668	5666
7589	Office penguin	0	1519	11747	11746
7590	Office penguin	0	90	5668	5666
7591	Office penguin	0	90	5668	5666
7592	Office penguin	0	1519	11747	11746
7593	Trainee KGP agent	0	90	5668	5666
7595	KGP agent	0	1517	11756	11756
7596	Penguin suit	0	90	5668	5666
7597	Penguin suit	0	90	5668	5666
7598	Penguin suit	0	90	5668	5666
7599	Penguin suit	0	90	5668	5666
7600	Fiara	0	369	9009	-1
7601	Reggie	0	123	8528	8527
7602	Getorix	0	123	8528	8527
7603	Pontimer	0	123	8528	8527
7604	Alran	0	123	8528	8527
7605	Banker	0	26	5607	5606
7606	Vyrewatch	110	1019	9118	-1
7607	Vyrewatch	120	1019	9118	-1
7608	Vyrewatch	130	1019	9118	-1
7609	Vyrewatch	140	1019	9118	-1
7610	Flying female vampire	110	162	9117	-1
7611	Flying female vampire	120	162	9117	-1
7612	Flying female vampire	130	162	9117	-1
7613	Flying female vampire	140	162	9117	-1
7614	Vyrewatch	110	162	9117	-1
7615	Vyrewatch	120	162	9117	-1
7616	Vyrewatch	130	162	9117	-1
7617	Vyrewatch	140	162	9117	-1
7618	Vyrewatch	110	1019	9118	-1
7619	Vyrewatch	120	1019	9118	-1
7620	Vyrewatch	130	1019	9118	-1
7621	Vyrewatch	140	1019	9118	-1
7622	Vyrewatch	110	162	9117	-1
7623	Vyrewatch	120	162	9117	-1
7624	Vyrewatch	130	162	9117	-1
7625	Vyrewatch	140	162	9117	-1
7626	Vyrewatch	110	162	9117	-1
7627	Vyrewatch	120	162	9117	-1
7628	Vyrewatch	130	162	9117	-1
7629	Vyrewatch	140	162	9117	-1
7630	Vyrewatch	85	161	4689	4683
7631	Vyrewatch	110	161	4689	4683
7632	Vyrewatch	130	161	4689	4683
7633	Vyrewatch	85	162	9117	-1
7634	Vyrewatch	110	162	9117	-1
7635	Vyrewatch	130	162	9117	-1
7636	Fishing spot	0	265	2126	2126
7640	Skeletal hand	80	714	9128	9129
7641	Zombie hand	90	714	9128	9129
7642	Mutated bloodveld	126	713	9133	9134
7643	Mutated bloodveld	146	713	9133	9134
7644	Zaromark Sliver	80	4	808	819
7645	Zaromark Sliver	80	4	808	819
7646	Zaromark Sliver	80	4	808	819
7647	Zaromark Sliver	80	4	808	819
7648	Zaromark Sliver	80	4	808	819
7649	Zaromark Sliver	80	4	808	819
7650	Zaromark Sliver	80	4	808	819
7651	Zaromark Sliver	80	4	808	819
7652	Zaromark Sliver	0	717	9099	-1
7653	Zaromark Sliver	0	47	808	-1
7654	Fistandantilus	80	4	808	819
7655	Fistandantilus	80	4	808	819
7656	Fistandantilus	80	4	808	819
7657	Fistandantilus	80	4	808	819
7658	Fistandantilus	80	4	808	819
7659	Fistandantilus	80	4	808	819
7660	Fistandantilus	80	4	808	819
7661	Fistandantilus	80	4	808	819
7662	Fistandantilus	0	717	9099	-1
7663	Fistandantilus	0	47	808	-1
7664	Mercenary Adventurer	0	4	808	819
7665	Ivan Strom	0	4	808	819
7666	Mysterious person	0	4	808	819
7667	Mysterious person	0	4	808	819
7668	Mysterious person	0	4	808	819
7669	Mysterious person	0	4	808	819
7670	Mysterious person	0	4	808	819
7671	Mysterious person	0	4	808	819
7672	Flaygian Screwte	0	721	9040	9039
7673	Mekritus A'hara	0	4	808	819
7674	Andiess Juip	0	4	808	819
7675	Kael Forshaw	0	4	808	819
7676	Andiess Juip	0	4	808	819
7677	Kael Forshaw	0	4	808	819
7678	Safalaan	0	4	808	819
7679	Andiess Juip	0	4	808	819
7680	Kael Forshaw	0	4	808	819
7681	Safalaan	0	4	808	819
7682	Vyrewatch	120	161	4689	4683
7683	Vyrewatch	120	161	4689	4683
7684	Vyrewatch	1	720	9115	9114
7685	Vyrewatch	1	720	9115	9114
7686	Safalaan	41	719	9069	9070
7687	Spectral Vyrewatch	0	715	9028	9028
7690	Drezel	0	4	808	819
7691	Vyrewatch	110	161	4689	4683
7692	Vyrewatch	120	161	4689	4683
7693	Vyrewatch	130	161	4689	4683
7694	Vyrewatch	130	161	4689	4683
7695	Vyrewatch	110	162	9117	-1
7696	Vyrewatch	120	162	9117	-1
7697	Vyrewatch	130	162	9117	-1
7698	Vyrewatch	130	162	9117	-1
7699	Vyrewatch	110	161	4689	4683
7700	Vyrewatch	120	161	4689	4683
7701	Vyrewatch	130	161	4689	4683
7702	Vyrewatch	140	161	4689	4683
7703	Vyrewatch	110	162	9117	-1
7704	Vyrewatch	120	162	9117	-1
7705	Vyrewatch	130	162	9117	-1
7706	Vyrewatch	140	162	9117	-1
7707	Drezel	0	4	808	819
7711	Temple guardian	30	98	6561	6560
7713	Baby icefiend	0	858	8077	9153
7714	Icefiend	13	859	9145	8076
7715	Icefiend	13	8	8077	8076
7717	Professor Arblenap	0	108	195	189
7718	Brother Bordiss	0	2	101	98
7719	Brother Althric	0	4	808	819
7720	Drorkar	0	2	101	98
7721	Nurmof	0	2	101	98
7722	Lakki the delivery dwarf	0	2	101	98
7723	Drorkar	0	2	101	98
7724	Brother Bordiss	0	2	101	98
7725	Professor Arblenap	0	108	195	189
7726	Assistant	0	861	9138	-1
7727	Monk	5	4	808	819
7736	Baby icefiend	0	860	9145	9153
7737	Will	0	4	808	819
7738	Will	0	950	9217	9216
7739	Phil	0	4	808	819
7740	Jiggling crate	0	951	9198	-1
7741	Three little kittens	0	302	9208	9210
7742	Fluffs	0	41	9158	9157
7743	Fluffs	0	41	9158	9157
7745	Kittens	0	302	9208	9210
7746	TzHaar-Mej-Malk	0	1242	9281	9281
7747	TzHaar-Xil-Tog	0	1242	9281	9281
7748	TzHaar-Hur-Frok	0	1242	9281	9281
7749	TzHaar-Ket-Grol	0	228	9281	9296
7750	TzHaar-Ket-Rok	0	228	9281	9296
7751	TzHaar-Ket-Lurk	0	228	9281	9296
7752	TzHaar-Mej-Lor	0	1242	9281	9281
7753	TzHaar-Mej	0	1236	9325	9320
7754	TzHaar-Hur	0	1234	9324	9321
7755	TzHaar-Xil	0	1237	9323	9322
7756	Library assistant	0	1235	9311	-1
7757	TzHaar-Hur-Brekt	0	1232	9326	9326
7758	TzHaar-Hur-Brekt	0	1242	9281	9281
7759	TzHaar-Ket-Jok	0	1228	9314	9281
7760	TzHaar-Ket-Jok	0	1238	9282	9280
7761	TzHaar-Xil-Mor	0	1229	9313	9281
7762	TzHaar-Xil-Mor	0	1239	9283	9280
7763	TzHaar-Mej-Kol	0	1228	9314	9281
7764	TzHaar-Mej-Kol	0	1240	9284	9280
7765	TzHaar-Hur-Klag	0	1229	9313	9281
7766	TzHaar-Hur-Klag	0	1241	9285	9280
7767	TzHaar-Hur	74	227	9281	9280
7768	TzHaar-Hur	74	227	9281	9280
7769	TzHaar-Hur	74	227	9281	9280
7770	TokTz-Ket-Dill	100	1230	9334	9333
7771	TokTz-Ket-Dill	100	1230	9334	9333
7772	Lava monster	47	1233	9339	9339
7773	Fire monster	47	1231	9343	9343
7774	Skeleton	40	71	5483	5479
7775	Skeleton	38	71	5483	5479
7776	Skeleton	31	71	5483	5479
7777	Skeleton	31	71	5483	5479
7778	Skeleton	28	71	5483	5479
7780	Sumona	0	166	808	1146
7781	Jesmona	0	166	808	1146
7782	Catolax	0	123	8528	8527
7785	Ali Cat	0	41	9158	9157
7786	Mighty banshee	90	34	9452	9453
7787	Cave crawler	138	810	268	298
7788	Skeleton	53	71	5483	5479
7789	Zombie	41	67	5565	5566
7790	Zombie	38	67	5565	5566
7791	Zombie	56	67	5565	5566
7792	Zombie	69	67	5565	5566
7793	Banshee mistress	111	34	9452	9453
7794	Banshee mistress	0	34	9452	9453
7795	Insectoid assassin	141	242	7605	7606
7796	Insectoid assassin	0	242	7605	7606
7797	Kurask overlord	240	296	9442	9443
7798	Monstrous cave crawler	180	297	9416	9415
7799	Basilisk boss	240	298	262	263
7800	Mightiest turoth	180	299	9410	9409
7801	Aberrant spectre	96	33	9469	9470
7802	Aberrant spectre	96	33	9469	9470
7803	Aberrant spectre	96	33	9469	9470
7804	Aberrant spectre	96	33	9469	9470
7805	Kurask minion	106	296	9442	9443
7806	Mummy warrior	0	812	5551	5557
7807	Mummy warrior	54	812	5551	5557
7808	Mummy warrior	54	812	5551	5557
7809	Cat	1	-1	-1	-1
7810	Banshee	1	34	9452	9453
7811	Kurask	1	296	9442	9443
7812	Cave crawler	2	297	9416	9415
7813	Basilisk	2	298	262	263
7814	Turoth	2	299	9410	9409
7815	Skeleton	22	71	5483	5479
7816	Saradomin owl	0	14	8008	8007
7817	Zombie	18	67	5565	5566
7818	Zombie	18	67	5565	5566
7819	Zombie	18	67	5565	5566
7820	Zombie	18	67	5565	5566
7821	A wanderer.	0	166	808	1146
7822	A wanderer.	0	166	808	1146
7823	Wall beast	49	654	1799	-1
7824	Osman	0	759	9876	9876
7825	50 Ships Mufassah	0	1131	9536	9537
7826	Karamthulhu	0	1133	9541	9540
7827	Karamthulhu	0	1132	9539	9538
7828	Giant lobster	60	1130	6263	6264
7829	Giant crab	60	202	3424	3426
7830	Customs Sergeant	1	-1	-1	-1
7831	Customs Sergeant	1	-1	-1	-1
7832	Young Ralph	0	1138	9546	-1
7833	Young Ralph	0	1138	9546	-1
7834	Young Ralph	0	1138	9546	-1
7835	Young Ralph	0	1138	9546	-1
7836	Young Ralph	0	1138	9546	-1
7837	Customs Officer	35	4	808	819
7838	Customs Officer	35	4	808	819
7839	Customs Officer	0	4	808	819
7840	Heavy-Handed Harry	0	4	808	819
7841	Penguin	0	90	5668	5666
7842	Locker Officer	0	1135	9553	9551
7843	Locker Officer	0	1135	9553	9551
7844	Ex-ex-parrot	0	14	8008	8007
7845	Pirate impling	0	172	6613	6614
7846	Pirate impling	0	172	6613	6614
7847	Captain Rabid Jack	0	35	7188	7191
7848	Jack	0	1137	9571	9570
7849	Bosun Giles	0	35	7188	7191
7850	Pirate	0	35	7188	7191
7851	Lizzie	0	35	7188	7191
7852	Cap'n Izzy No-Beard	0	4	808	819
7853	Ralph	0	35	7188	7191
7854	Brass Hand Harry	0	300	9535	7191
7855	Bill Teach	0	35	7188	7191
7856	Pirate	0	35	7188	7191
7857	Brass Hand Harry	0	300	9535	7191
7860	Gull	0	83	6771	6773
7861	Jack	1	35	7188	7191
7862	Fishing spot	0	178	9645	9645
7863	Fishing spot	0	178	9645	9645
7864	Fishing spot	0	178	9645	9645
7865	Guardsman Dante	0	105	7222	7223
7866	Guardsman DeShawn	0	106	7222	7224
7867	Guardsman Brawn	0	105	7222	7223
7868	Iain	0	117	9870	9869
7869	Julian	0	117	9870	9869
7870	Lachtopher	0	117	9870	9869
7871	Samuel	0	117	9870	9869
7872	Victoria	0	117	9870	9869
7873	Man	2	117	9870	9869
7874	Man	2	117	9870	9869
7875	Man	2	117	9870	9869
7876	Man	2	117	9870	9869
7877	Man	2	117	9870	9869
7878	Man	2	117	9870	9869
7879	Man	2	117	9870	9869
7880	Woman	2	117	9870	9869
7881	Woman	2	117	9870	9869
7882	Woman	2	117	9870	9869
7883	Woman	2	117	9870	9869
7884	Woman	2	117	9870	9869
7885	Guardsman Dante	0	105	7222	7223
7886	Guardsman DeShawn	0	106	7222	7224
7887	Guardsman Brawn	0	105	7222	7223
7888	Sergeant Abram	0	107	7217	7216
